Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,www.emdat.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Tue, 29 Mar 2022 08:25:44 CEST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Geo Locations,
2007-0531-VNM,2007,0531,WF-2007-000195,Natural,Hydrological,Flood,,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Dong Thap, An Giang, Kien Giang provinces",Heavy rain,,,,,,,46470,2007,10,20,2007,11,2,3,,280000,,280000,,,,,,,76.5186792,"An Giang, Dong Thap, Kien Giang (Adm1).",
2008-0452-LAO,2008,0452,FL-2008-000131,Natural,Hydrological,Flood,Riverine flood,,,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,"Louangphabang, Louang-Namtha, Bokeo, Khammouan, Vientiane, Vientiane capital, Bolikhamxai, Houaphan, Xaignabouli, Savannakhet, Champasak provinces",Tropical Storm Kammuri,"Slide (land, mud, snow, rock)",,Yes,Yes,,5131,,2008,8,12,2008,8,18,6,,204190,,204190,,,,,,,79.4563044,"Bokeo, Bolikhamxai, Champasak, Houaphan, Khammouan, Louang-Namtha, Louangphabang, Savannakhet, Vientiane, Vientiane capital, Xaignabouli (Adm1).",
2008-0570-MYS,2008,0570,,Natural,Hydrological,Flood,Riverine flood,,,Malaysia,MYS,South-Eastern Asia,Asia,"Cherating area (Kuantan district, Pahang province), Kelantan, Terengganu provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,58100,2008,12,1,2008,12,4,,,2000,,2000,,,,,,,79.4563044,"Kelantan, Terengganu (Adm1). Kuantan (Adm2).",
2008-0077-PHL,2008,0077,FL-2008-000024,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Naujan, Baco areas (Mindoro Oriental district, Region IV province), Albay, Camarines Sur, Camarines Norte, Sorgoson, Catanduanes districts (Region V province), Capiz district (Region VI province), Eastern Samar, Northern Samar, Samar, Leyte districts (Region VIII province), Misamis Oriental, Lanao del Norte districts (Region X province), Sultan Kudarat district (Region XII province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,38,21800,2008,2,12,2008,3,12,63,37,875306,,875343,,,,,30733,38679,79.4563044,"Albay, Camarines Norte, Camarines Sur, Capiz, Catanduanes, Eastern Samar, Lanao Del Norte, Leyte, Mindoro Oriental, Misamis Oriental, Northern Samar, Samar, Sorsogon, Sultan Kudarat (Adm2).",
2008-0481-VNM,2008,0481,,Natural,Hydrological,Flood,Flash flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Nghe An, Thua Thien-Hue, Quang Tri, Quang Nam, Quang Ngai, Thanh Hoa provinces",Storm and heavy vrain,"Slide (land, mud, snow, rock)",,,,,,39090,2008,10,19,2008,10,20,29,4,12000,,12004,,,,,4000,5034,79.4563044,"Nghe An, Quang Nam, Quang Ngai, Quang Tri, Thanh Hoa, Thua Thien - Hue (Adm1).",
2008-0373-VNM,2008,0373,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,Ha Giang province,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2008,8,26,2008,8,28,16,,,,,,,,,,,79.4563044,Ha Giang (Adm1).,
2008-0501-VNM,2008,0501,FF-2008-000211,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Thai Nguyen, Vinh Phuc, Hoa Binh, Ninh Binh, Thanh Hoa, Nghe An, Ha Tinh, Quang Binh, Ha Nam, Ha Noi City provinces",Heavy rains,"Slide (land, mud, snow, rock)",,Yes,,,215,74590,2008,10,27,2008,11,4,99,,600000,,600000,,,,,479000,602847,79.4563044,"Ha Nam, Ha Noi City, Ha Tinh, Hoa Binh, Nghe An, Ninh Binh, Quang Binh, Thai Nguyen, Thanh Hoa, Vinh Phuc (Adm1).",
2008-0634-MYS,2008,0634,,Natural,Hydrological,Flood,Flash flood,,,Malaysia,MYS,South-Eastern Asia,Asia,"Pahang, Kelantan, Terengganu, Sarawak provinces",Heavy rain,,,,,,,67570,2008,12,28,2009,1,19,,,6000,,6000,,,,,,,79.4563044,"Kelantan, Pahang, Sarawak, Terengganu (Adm1).",
2008-0347-PHL,2008,0347,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Bansalan area (Davao del Sur district, Region XI province)",,,,,,,,,2008,6,6,2008,6,6,1,,1000,,1000,,,,,,,79.4563044,Davao Del Sur (Adm2).,
2008-0545-PHL,2008,0545,FF-2008-000233,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Alcala, Amulung, Enrile, Gattaran, Iguig, Lasam, Claveria, Peablanca, Solana, Tuguegarao city, Tuao, Camalaniugan, Lallo, Baggao areas (Cagayan district, Region II province), Cauayan city, Quezon, Cabagan, Delfin Albano, Ilagan, Mallig, Tumauni, San Pablo, Sta. Maria, Sto. Thomas areas (Isabela district, Region II province), Casiguran, Dinalungan, Dilasag areas (Aurora district, Region III province), Rizal, Lubuagan areas (Kalinga district, CAR province)",Heavy rain (Tail-end of a cold front),,,,,,,21770,2008,11,21,2008,11,24,10,,239763,,239763,,,,,4088,5145,79.4563044,"Aurora, Cagayan, Isabela, Kalinga (Adm2).",
2008-0571-PHL,2008,0571,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Region II (Cagayan Valley), Region V (Bicol region), Region XIII (Caraga), Region XI (Davao Region), Region III (Central Luzon), Region IV-A (Calabarzon), Region IV (Southern Tagalog) provinces",Heavy rains,,,,,,,24110,2008,12,1,2008,12,4,29,,,50000,50000,,,,,,,79.4563044,"Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region XI (Davao Region), Region XIII (Caraga) (Adm1).",
2008-0608-PHL,2008,0608,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Nueva Ecija, Tarlac, Pampanga, Bulacan districts (Region III province)",Tropical Depression Julian,,,,,,,,2008,8,8,2008,8,8,,,39530,,39530,,,,,,,79.4563044,"Bulacan, Nueva Ecija, Pampanga, Tarlac (Adm2).",
2008-0611-PHL,2008,0611,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Asucion area (Davao del Norte district, Region XI province), Initao, Gitagum areas (Misamis Oriental district, Region X province)",,,,,,,,,2008,1,18,2008,1,18,,,29184,,29184,,,,,446,561,79.4563044,"Davao del Norte, Misamis Oriental (Adm2).",
2008-0620-PHL,2008,0620,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Manay area (Davao Oriental district, Region XI province), Braulio E. Dujali area (Davao del Norte district, Region XI province)",Heavy rains,,,,,,,,2008,6,17,2008,6,17,7,1,2390,,2391,,,,,173,218,79.4563044,"Davao del Norte, Davao Oriental (Adm2).",
2008-0622-PHL,2008,0622,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Pigcawayan, Midsayap, Pikit areas (North Cotabato district, Region XII province), Sultan Kudarat, Mother Kabuntalan, Northern Kabuntalan, Datu Odin Sinsuat areas (Shariff Kabunsuan district, ARMM province), Sultan Sabarongis, Rajah Buauan, Mamasapano, Datu Piang, Datu Anggal Midtimbang, Datu Saudi Ampatuan areas (Maguindanao district, ARMM province)",,,,,,,,,2008,9,4,2008,9,13,6,3,365675,,365678,,,,,4137,5207,79.4563044,"Maguindanao, North Cotabato, Shariff Kabunsuan (Adm2).",
2008-0547-THA,2008,0547,,Natural,Hydrological,Flood,Flash flood,,,Thailand,THA,South-Eastern Asia,Asia,"Nakhon Si Thammarat, Surat Thani, Narathiwat, Phatthalung, Songkhla, Yala, Trang, Chumphon, Pattani provinces",Heavy rains,,,,,,,15650,2008,11,20,2008,12,20,21,,700000,,700000,,,,,11500,14473,79.4563044,"Chumphon, Nakhon Si Thammarat, Narathiwat, Pattani, Phatthalung, Songkhla, Surat Thani, Trang, Yala (Adm1).",
2008-0634-THA,2008,0634,,Natural,Hydrological,Flood,Flash flood,,,Thailand,THA,South-Eastern Asia,Asia,"Phatthalung, Yala, Narathiwat provinces",Heavy rains,,,,,,,,2008,12,29,2009,1,19,,,32584,,32584,,,,,344,433,79.4563044,"Narathiwat, Phatthalung, Yala (Adm1).",
2008-0430-THA,2008,0430,,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,"Phitsanulok, Lopburi, Phra Nakhon Si Ayudhya",Monsoonal rain,,,,,,,,2008,9,13,2008,10,7,18,,839573,,839573,,,,,16000,20137,79.4563044,"Lopburi, Phitsanulok, Phra Nakhon Si Ayudhya (Adm1).",
2008-0262-VNM,2008,0262,,Natural,Hydrological,Flood,Flash flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Dac Ngo village (Tuy Duc area, Dak R'Lap district, Dak Nong province)",Heavy rains,,,,,,,5300,2008,5,11,2008,5,12,4,,500,,500,,,,,,,79.4563044,Dak R'Lap (Adm2).,
2008-0607-VNM,2008,0607,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Phu Yen, Binh Dinh, Quang Binh, Quang Nam provinces",Heavy rain,,,,,,,29580,2008,12,25,2009,1,5,9,,20000,,20000,,,,,,,79.4563044,"Binh Dinh, Phu Yen, Quang Binh, Quang Nam (Adm1).",
2009-0023-PHL,2009,0023,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Aringay area (La Union district, Region I province), Brroke's Point, Bataraza, Balabac areas (Palawan district, Region IV province), Labo area (Camarines Norte district, Region V province), Bagamanoc, Baras, Bato, Caramoran, Gigmoto, Pandan, Panganiban, San Andres, San Miguel, Viga, Virac areas (Catanduanes district, Region V province), Pontevedra, Panitan, Sigma, Dao, Cuartero areas (Capiz district, Region VI province), Amlan area (Negros Oriental district, Region VII province), Bobon, Catarman, Lavesares, Lope de Vega, Mondragon, Palapag, San Roque areas (Northern Samar district, Region VIII province), Cayagan de Oro City area (Misamis Oriental district, Region X province), Region XIII (Caraga) province",,"Slide (land, mud, snow, rock)",,,,,,,2009,1,2,2009,1,15,33,15,537976,,537991,,,,,6354,8025,79.17380276,"Region XIII (Caraga) (Adm1). Camarines Norte, Capiz, Catanduanes, La Union, Misamis Oriental, Negros Oriental, Northern Samar, Palawan (Adm2).",
2009-0027-PHL,2009,0027,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Poblacion, Mago-ong, Samburon baranguays villages (Linamon area, Labao del Norte district, Region X province)",Heavy rains,,,,,,,,2009,1,8,2009,1,8,,,1345,,1345,,,,,,,79.17380276,Lanao Del Norte (Adm2).,
2009-0026-PHL,2009,0026,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Malibago, Gumamela, Anahaw, Bagacay, Santa Cruz villages (Labo area, Camarines Norte district, Region V province)",Continuous rains,,,,,,,,2009,1,9,2009,1,9,,,1300,,1300,,,,,,,79.17380276,Camarines Norte (Adm2).,
2007-0676-TLS,2007,0676,,Natural,Hydrological,Flood,,,,Timor-Leste,TLS,South-Eastern Asia,Asia,"Aileu, Ainaro, Baucau, Bobonaro, Covalima, Ermera, Lautem, Liquica provinces",Intense monsoonal activity,Rain,"Slide (land, mud, snow, rock)",,,,,,2007,12,,2008,1,,,,,,,,,,,,,76.5186792,"Aileu, Ainaro, Baucau, Bobonaro, Covalima, Ermera, Lautem, Liquica (Adm1).",
2007-0398-TLS,2007,0398,FL-2007-000107,Natural,Hydrological,Flood,Riverine flood,,,Timor-Leste,TLS,South-Eastern Asia,Asia,"Covalima, Manatuto, Ermera, Manufahi, Baucau, Viqueque provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2007,6,,2007,7,,1,,947,,947,,,,,,,76.5186792,"Baucau, Covalima, Ermera, Manatuto, Manufahi, Viqueque (Adm1).",
2009-0352-IDN,2009,0352,FF-2009-000196,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Batang Gadis, Muara villages (Mandailingnatal district, Sumatera Utara province), Tapanuli Selatan district (Sumatera Utara province)",Heavy torrential rains,,,,,,,,2009,9,15,2009,9,18,38,,10000,,10000,,,,,,,79.17380276,"Mandailingnatal, Tapanuli Selatan (Adm2).",
2009-0436-IDN,2009,0436,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Toli-toli district (Sulawesi Tengah province),Heavy rains,,,,,,,,2009,10,8,2009,10,8,,,2500,,2500,,,,,,,79.17380276,Toli-toli (Adm2).,
2009-0540-IDN,2009,0540,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Siau Timur area (Kepulauan-sangihe district, Sulawesi Utara province)",,,,,,,,,2009,12,8,2009,12,8,6,4,700,,704,,,,,,,79.17380276,Kepulauan-sangihe (Adm2).,
2010-0512-IDN,2010,0512,FF-2010-000198,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Wasior I, Wasior II, Rado, Moru, Maniwak, Mangurrai, Wondamawi, Wondiboy villages (Telukwondama district, Papua Barat province)",Torrential rains,"Slide (land, mud, snow, rock)",,,,,,,2010,10,2,2010,10,6,291,3417,9011,,12428,,,,,78000,96928,80.47228515,Telukwondama (Adm2).,
2010-0075-IDN,2010,0075,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Ciwidey village (Bandung district, Jawa Barat province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2010,2,23,2010,3,1,44,,,100,100,,,,,,,80.47228515,Bandung (Adm2).,
2010-0301-IDN,2010,0301,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Buru district (Maluku Utara province), Tanahlaut, Tanahbumbu districts (Kalimantan Selatan province)",Heavy rain,"Slide (land, mud, snow, rock)",,,,,,106460,2010,7,23,2010,7,25,21,7,15000,,15007,,,,,,,80.47228515,"Buru, Tanahbumbu, Tanahlaut (Adm2).",
2010-0034-IDN,2010,0034,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Kolaka Utara district (Sulawasi Tenggara province),,,,,,,,,2010,1,22,2010,1,22,10,,225,130,355,,,,,,,80.47228515,Kolaka Utara (Adm2).,
2010-0576-IDN,2010,0576,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Toianas village (Timor Tengah Selatan district, Nusatenggara Timur province)",Heavy rains,,,,,,,23685,2010,11,2,2010,11,5,16,,200,,200,,,,,,,80.47228515,Timor Tengah Selatan (Adm2).,
2010-0026-IDN,2010,0026,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Jawa Timur province,,,,,,,,,2010,1,11,2010,1,11,5,,28500,,28500,,,,,,,80.47228515,Jawa Timur (Adm1).,
2010-0684-IDN,2010,0684,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Tabalong district (Kalimantan Selatan province),Heavy rains,,,,,,,,2010,9,11,2010,9,11,24,,,,,,,,,,,80.47228515,Tabalong (Adm2).,
2011-0094-IDN,2011,0094,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Hadiwarno, Jojo, Mejobo, Tenggeles, Kesambi, Golan, Sdanag, Pladen, Bulung Cangkring, Klaling, Sidorekso, Kedungdowo, Gamong, Papringan, Mijen, Karang Rowo, Mgawon, Ngembal Rajo, Manewan, Soco, Singocandi villages (Kudus district, Jawa Tengah province)",,,,,,,,,2011,2,6,2011,2,7,,,60,1000,1060,,,,,,,83.01267439,Kudus (Adm2).,
2011-0023-IDN,2011,0023,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Legon Kulon, Sukasari, Pusakanegara, Pamanukan, Pusaka Jaya areas (Subang district, Jawa Barat)",Heavy rains,,,,,,,10402,2011,1,16,2011,1,20,,,12000,,12000,,,,,,,83.01267439,Subang (Adm2).,
2011-0088-IDN,2011,0088,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Tangse area (Pidie district, Nangroe Aceh Darussalam province)",Torrential rain,,,,,,,41506,2011,3,10,2011,3,11,21,,750,,750,,,,,,,83.01267439,Pidie (Adm2).,
2009-0289-PHL,2009,0289,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"ARMM province (Maguindanao, Shariff Kabunsuan, Lanao del Sur (Malabang, Kapatagan, Balabagan, Pualas, Calanugas areas) districts)), Region XII province (North Cotabato district (Kabacan, Midsayap, Libungan, Pigcawayan, Alamada, Aleosan, Pikit areas), Saranggani district (Kiamba , Maasim, Malapatan, Maitum, Alabel, Glan), South Cotabato district (Banga, Tupi, Norala, Polomolok, General Santos City (Barangay West, Baranguay Bawing villages) areas), Sultan Kudarat district (Lambayong, Isulan, Esperanza, Bagumbayan, Sen Ninoy Aquino, Kalamasig areas)), Region XI province (Davao del Sur district (Jose Abad Santos, Sarangani areas))",Torrential rains,"Slide (land, mud, snow, rock)",,,,,,,2009,7,4,2009,8,10,22,,505102,,505102,,,,,22960,28999,79.17380276,"Davao Del Sur, Lanao Del Sur, Maguindanao, North Cotabato, Saranggani, Shariff Kabunsuan, South Cotabato, Sultan Kudarat (Adm2).",
2009-0612-LAO,2009,0612,FL-2009-000155,Natural,Hydrological,Flood,Riverine flood,,,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,"Xebangfay, Nongbok, Mahaxay districts (Khammouan province)",Heavy rain,,,,,,,24950,2009,8,10,2009,8,11,10,,,,,,,,,,,79.17380276,"Mahaxay, Nongbok, Xebangfay (Adm2).",
2009-0511-MYS,2009,0511,,Natural,Hydrological,Flood,Riverine flood,,,Malaysia,MYS,South-Eastern Asia,Asia,"Kedah, Terengganu, Kelantan, Perak provinces",Heavy rain,,,,,,,14490,2009,11,23,2009,11,26,,,1793,,1793,,,,,,,79.17380276,"Kedah, Kelantan, Perak, Terengganu (Adm1).",
2009-0610-MYS,2009,0610,FL-2009-000247,Natural,Hydrological,Flood,Riverine flood,,,Malaysia,MYS,South-Eastern Asia,Asia,"Hulu Terengganu, Besut, Setiu, Dungun, Marang, Kemaman districts (Terengganu province)",Heavy rain,,,,,,,9062,2009,11,20,2009,11,27,,,9082,,9082,,,,,,,79.17380276,"Besut, Dungun, Hulu Terengganu, Kemaman, Marang, Setiu (Adm2).",
2009-0194-PHL,2009,0194,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Sultan Kudarat district (Region XII province) Maguindanao, Shariff Kabunsuan districts (ARMM province)",Heavy rains,,,,,,,,2009,5,18,2009,5,18,,,34325,,34325,,,,,,,79.17380276,"Maguindanao, Shariff Kabunsuan, Sultan Kudarat (Adm2).",
2009-0267-PHL,2009,0267,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Valencia City area (Bukidnon district, Region X province)",Heavy rains,,,,,,,,2009,7,17,2009,7,17,,,920,,920,,,,,,,79.17380276,Bukidnon (Adm2).,
2009-0195-PHL,2009,0195,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Brgys Mahayahay, Pugaan, Tambacan, Ubaldo Laya, Pala-o, Tipanoy, Tubod barangays villages (Iligan city area, Lanao del Norte district, Region X province)",,,,,,,,,2009,5,18,2009,5,18,,,715,,715,,,,,,,79.17380276,Lanao Del Norte (Adm2).,
2009-0311-PHL,2009,0311,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Santolan, Sta Lucia, Maybunga baranguays villages (Pasig City area, Metropolitan Manila district, NCR province), Malanday village (Marikina City area, Metropolitan Manila district, NCR province)",Monsoonal rains,,,,,,,,2009,8,5,2009,8,5,,,1578,,1578,,,,,,,79.17380276,Metropolitan Manila (Adm2).,
2009-0513-THA,2009,0513,,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,"Songkhla, Narathiwat, Pattani, Yala, Chumphon, Surat Thani, Nakhon Si Thammarat, Phatthalung provinces",Monsoonal rain,,,,,,,35580,2009,11,7,2009,11,8,15,,200000,,200000,,,,,,,79.17380276,"Chumphon, Nakhon Si Thammarat, Narathiwat, Pattani, Phatthalung, Songkhla, Surat Thani, Yala (Adm1).",
2009-0247-VNM,2009,0247,FL-2009-000124,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Bac Kan, Cao Bang, Ha Giang, Lai Chau provinces",Heavy rains,,,,,,,69860,2009,7,3,2009,7,6,20,,700000,,700000,,,,,,,79.17380276,"Bac Kan, Cao Bang, Ha Giang, Lai Chau (Adm1).",
2009-0611-VNM,2009,0611,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Binh Dinh, Da Nang City, Gia Lai, Ha Tinh, Kon Tum, Nghe An, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Thua Thien - Hue provinces",Heavy rain,,,,,,,47600,2009,9,25,2009,9,28,17,,40000,,40000,,,,,,,79.17380276,"Binh Dinh, Da Nang City, Gia Lai, Ha Tinh, Kon Tum, Nghe An, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Thua Thien - Hue (Adm1).",
2010-0020-PHL,2010,0020,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Jabonga, Las Nieves, Santiago areas (Agusan del Norte district, Region XIII province), Mainit area (Surigao Del Norte district, Region XIII province), Prosperidad, San Francisco areas (Agusan del Sur district, Region XIII province), Cagdianao, Loreto areas (Dinagat district, Region XIII province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2010,1,14,2010,1,17,2,,40198,,40198,,,,,22,27,80.47228515,"Agusan Del Norte, Agusan Del Sur, Dinagat, Surigao Del Norte (Adm2).",
2010-0488-PHL,2010,0488,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Polomok, Koronadal City, Banga, Tupi areas (South Cotabato district, Region XII province), Lambayong, Tacurong City areas (Sultan Kudarat district, Region XII province), Marilog, Davao City areas (Davao Del Sur district, Region XI province), Kalilangan areas (Bukidnon Region X province), Cagayan de Oro City area (Misamis Oriental district, Region X province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2010,9,10,2010,9,17,6,9,46704,,46713,,,,,3156,3922,80.47228515,"Bukidnon, Davao Del Sur, Misamis Oriental, South Cotabato, Sultan Kudarat (Adm2).",
2010-0659-PHL,2010,0659,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Palawan district (Region IV province), Albay, Sorsogon, Catanduanes districts (Region V province), Bohol, Cebu districts (Region VII (Central Visayas) province), Eastern Samar, Leyte, Samar, Northern Samar, Southern Leyte districts (Region VIII province), Camiguin, Lanao del Norte districts (Region X (Northern Mindanao) province), Compostela, Davao Oriental, Davao del Norte, Davao del Sur districts (Region XI (Davao region) province), South Cobato district (Region XII province), Agusan del Norte, Agusan del Sur, Surigao del Norte, Surigao del Sur districts (Region XIII (Caraga) province), Maguindanao district (ARMM province)",Continuous rains due to tail-end of a cold front,"Slide (land, mud, snow, rock)",,,,,,10773,2010,12,24,2011,1,25,110,13,1972433,,1972446,,,,,47411,58916,80.47228515,"Agusan Del Norte, Agusan Del Sur, Albay, Bohol, Camiguin, Catanduanes, Cebu, Compostela, Davao del Norte, Davao Del Sur, Davao Oriental, Eastern Samar, Lanao Del Norte, Leyte, Maguindanao, Northern Samar, Palawan, Samar, Sorsogon, South Cotabato, Southern Leyte, Surigao Del Norte, Surigao Del Sur (Adm2).",
2010-0585-PHL,2010,0585,FL-2010-000219,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Isabela, Cagayan, Quirino districts (Region II province), Kalinga district (CAR province), Aurora district (Region III province)",Torrential rain,"Slide (land, mud, snow, rock)",,,,,,15301,2010,11,1,2010,11,10,16,,450673,,450673,,,,,,,80.47228515,"Aurora, Cagayan, Isabela, Kalinga, Quirino (Adm2).",
2010-0552-KHM,2010,0552,FF-2010-000207,Natural,Hydrological,Flood,Riverine flood,,,Cambodia,KHM,South-Eastern Asia,Asia,"Banteay Meanchey, Battambang, Otdar Meanchey, Pailin, Preah Vihear, Pursat provinces",Heavy rains,,,,,,,,2010,10,20,2010,11,9,8,,,,,,,,,70000,86986,80.47228515,"Banteay Meanchey, Battambang, Otdar Meanchey, Pailin, Preah Vihear, Pursat (Adm1).",
2010-0398-PHL,2010,0398,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Brgys Putik, Tugbungan, Boalan barangays villages (Zamboanga City area, Zamboanga Del Sur district, Region IX province)",,,,,,,,,2010,8,15,2010,8,15,,,505,,505,,,,,,,80.47228515,Zamboanga Del Sur (Adm2).,
2010-0033-PHL,2010,0033,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Naujan, Baco areas (Mindoro Oriental district, Region IV province)",Heavy rains,,,,,,,,2010,1,17,2010,1,17,1,,15480,,15480,,,,,,,80.47228515,Mindoro Oriental (Adm2).,
